,instance,nnodes,nlps,stime,gap,ndomchgs,ncutoffs,walltime,proctime,objval
0,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]]",1,2,0.03,0.0,0,0,0.0414683781564235,0.0414701289999999,28.0
1,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 1. 1.]]",1,8,0.12,0.0,0,0,0.1174961514770984,0.1174993180000001,25.0
2,"[[0. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,3,0.03,0.0,0,0,0.0327499732375144,0.0327528949999997,10.0
3,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]]",1,2,0.05,0.0,0,0,0.0461809169501066,0.0461847039999998,23.0
4,"[[0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]]",1,1,0.01,0.0,0,0,0.014737656340003,0.0147407570000002,11.0
5,"[[1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,26,0.24,0.0,0,0,0.2502306718379259,0.2502227729999999,17.0
6,"[[1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]]",1,30,0.33,0.0,0,1,0.3315929360687732,0.3315949700000002,19.0
7,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]]",1,37,0.35,0.0,0,1,0.3671990260481834,0.3672008440000001,30.0
8,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 1. 1.]]",1,2,0.02,0.0,0,0,0.0171376746147871,0.0171187769999998,10.0
9,"[[0. 1. 0. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [1. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]]",1,1,0.02,0.0,0,0,0.0157801508903503,0.0157828249999996,32.0
10,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]]",1,1,0.01,0.0,0,0,0.0157443284988403,0.0157473659999998,15.0
11,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]]",1,1,0.02,0.0,0,0,0.0152899101376533,0.015292955,25.0
12,"[[0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,3,0.04,0.0,0,0,0.0407390762120485,0.0407366099999997,19.0
13,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,5,0.05,0.0,0,0,0.0507977772504091,0.0507903220000001,24.0
14,"[[1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,13,0.15,0.0,0,0,0.1600469276309013,0.1600504749999998,22.0
15,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]]",1,5,0.06,0.0,0,0,0.0561647731810808,0.0561681799999997,24.0
16,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 ...
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]]",1,37,0.36,0.0,0,1,0.384664861485362,0.3846672350000002,24.0
17,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]]",1,7,0.11,0.0,0,0,0.1075452547520399,0.107548489,22.999999999999996
18,"[[0. 0. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 1.]]",1,1,0.01,0.0,0,0,0.0153998024761676,0.0154021979999994,12.0
19,"[[0. 0. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]]",1,2,0.02,0.0,0,0,0.0258914250880479,0.0258937209999992,27.0
20,"[[0. 1. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 1.]]",1,31,0.28,0.0,0,0,0.2909040208905935,0.2908978239999999,29.0
21,"[[0. 1. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,5,0.07,0.0,0,0,0.0653150528669357,0.0653173210000002,17.0
22,"[[0. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 1.]]",1,5,0.1,0.0,0,0,0.1061078645288944,0.1061092299999995,27.0
23,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]]",1,2,0.03,0.0,0,0,0.0347922444343566,0.0347944020000001,24.0
24,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]]",1,1,0.02,0.0,0,0,0.0146124232560396,0.0146143009999999,24.0
25,"[[0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]]",1,1,0.02,0.0,0,0,0.0151883624494075,0.0151902249999995,14.0
26,"[[0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [0. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,3,0.02,0.0,0,0,0.0282355174422264,0.0282386329999999,32.0
27,"[[0. 0. 1. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]]",1,35,0.4,0.0,1,1,0.4115120470523834,0.4114407529999999,22.0
28,"[[1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 1. 1.]]",1,47,0.44,0.0,0,1,0.4520109388977289,0.4519921979999992,32.0
29,"[[0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]]",1,2,0.03,0.0,0,0,0.0334252920001745,0.0334277749999998,21.0
30,"[[0. 1. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 1.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 0. 1.]]",1,30,0.41,0.0,0,1,0.4184417929500341,0.4184185090000003,29.0
31,"[[0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]]",1,36,0.44,0.0,1,1,0.4427920803427696,0.4427731679999995,32.0
32,"[[1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 [0. 1. 1. ... 0. 0. 0.]]",1,4,0.04,0.0,0,0,0.0389432162046432,0.0389450359999994,29.0
33,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]]",1,5,0.08,0.0,0,0,0.0845188815146684,0.0845214380000003,18.0
34,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 1. 1.]]",1,27,0.25,0.0,0,0,0.2596795447170734,0.2596901300000001,28.0
35,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [0. 0. 1. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 0. 0. 1.]]",3,54,0.44,0.0,3,1,0.4547164030373096,0.4547103300000001,35.0
36,"[[0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]]",1,1,0.01,0.0,0,0,0.014252483844757,0.0142552040000003,19.0
37,"[[0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]]",1,28,0.26,0.0,0,0,0.2631383314728737,0.2631430549999995,25.0
38,"[[1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]]",1,8,0.1,0.0,0,1,0.1039845719933509,0.1039848049999996,22.0
39,"[[0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]]",1,2,0.04,0.0,0,0,0.044389896094799,0.0443656140000001,20.0
40,"[[0. 1. 0. ... 0. 0. 1.]
 [0. 1. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]]",1,12,0.19,0.0,0,0,0.1905318107455968,0.1905356860000004,30.0
41,"[[0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,4,0.1,0.0,0,0,0.0985620040446519,0.0985648180000016,22.0
42,"[[0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]]",1,22,0.33,0.0,0,0,0.3443392366170883,0.3443234419999985,30.000000000000007
43,"[[1. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]]",1,1,0.01,0.0,0,0,0.0176649671047925,0.0176668390000003,12.0
44,"[[0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]]",1,2,0.05,0.0,0,0,0.0441753193736076,0.0441784500000004,30.0
45,"[[0. 0. 1. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,30,0.35,0.0,0,1,0.357926607131958,0.3579216780000003,31.999999999999982
46,"[[0. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,4,0.04,0.0,0,0,0.0386110376566648,0.0386135630000001,31.0
47,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,9,0.09,0.0,0,0,0.0920983795076608,0.0921017389999985,21.000000000000007
48,"[[0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 1. 1.]]",1,4,0.05,0.0,0,0,0.0566321536898613,0.0566130079999993,15.000000000000004
49,"[[0. 0. 1. ... 0. 0. 0.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]]",7,46,0.46,0.0,4,1,0.4763200189918279,0.476310175,23.0
50,"[[0. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 1. 1.]]",1,2,0.05,0.0,0,0,0.0603763032704591,0.0603788170000001,8.0
51,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]]",1,24,0.21,0.0,0,0,0.2252768836915493,0.2252805119999994,22.0
52,"[[0. 1. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,4,0.06,0.0,0,0,0.0561071019619703,0.0561101970000006,37.0
53,"[[1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]]",1,39,0.38,0.0,0,1,0.3967027459293604,0.3966953160000006,31.0
54,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 ...
 [0. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]]",1,6,0.06,0.0,0,0,0.0576371066272258,0.0576402300000005,20.0
55,"[[1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,1,0.04,0.0,0,0,0.0351844932883977,0.0351881160000004,17.0
56,"[[1. 0. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,3,0.03,0.0,0,0,0.0387355256825685,0.0387380650000004,17.0
57,"[[1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]]",3,40,0.41,0.0,3,0,0.4283781349658966,0.4283810149999993,40.0
58,"[[0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]]",3,50,0.44,0.0,5,1,0.4436570461839437,0.4436527570000006,26.0
59,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]]",1,41,0.4,0.0,0,0,0.4065954759716987,0.4066002270000002,35.0
60,"[[0. 0. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,16,0.17,0.0,0,0,0.175882002338767,0.1758873660000013,26.0
61,"[[1. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,31,0.26,0.0,0,0,0.2660988289862871,0.2660798890000002,35.0
62,"[[0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [1. 0. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,9,0.1,0.0,0,0,0.1050668805837631,0.1050699440000002,21.0
63,"[[0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]]",1,36,0.33,0.0,0,0,0.3305814694613218,0.3305798189999986,44.0
64,"[[1. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]]",1,15,0.18,0.0,0,0,0.1857069712132215,0.1857105000000007,30.0
65,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]]",1,48,0.46,0.0,1,1,0.4724140763282776,0.4724085319999993,36.0
66,"[[0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]]",1,1,0.01,0.0,0,0,0.0151442904025316,0.015147035,13.0
67,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]]",1,37,0.4,0.0,0,0,0.4079541824758053,0.4079572549999994,26.0
68,"[[0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 0. 0. ... 1. 0. 1.]]",3,48,0.43,0.0,3,0,0.4498503338545561,0.4498419210000008,32.0
69,"[[0. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 1.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 1.]]",1,3,0.04,0.0,0,0,0.0381683018058538,0.0381715130000017,21.0
70,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]]",1,2,0.03,0.0,0,0,0.0352375730872154,0.0352404909999997,17.0
71,"[[0. 0. 1. ... 0. 0. 0.]
 [0. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]]",1,4,0.06,0.0,0,0,0.062404591590166,0.0624076670000004,21.99999999999997
72,"[[0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 1.]]",1,35,0.34,0.0,0,1,0.3473653122782707,0.3473673860000001,25.0
73,"[[0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 1. 1.]]",1,3,0.06,0.0,0,0,0.0602775737643241,0.0602806230000005,34.0
74,"[[0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,4,0.06,0.0,0,0,0.0615889504551887,0.061592942999999,24.0
