,instance,nnodes,nlps,stime,gap,ndomchgs,ncutoffs,walltime,proctime,objval
2772,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,2,0.04,0.0,0,0,0.0423747804015874,0.0423943099999633,24.0
2773,"[[0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 1. ... 1. 0. 0.]]",1,39,0.32,0.0,1,0,0.3162869717925787,0.3162719399999787,34.0
2774,"[[0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]]",1,6,0.05,0.0,0,0,0.0499847214668989,0.0499868859999992,26.0
2775,"[[0. 0. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]]",1,4,0.06,0.0,0,0,0.064917778596282,0.0649201649999895,19.0
2776,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 0. 0. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,43,0.29,0.0,0,0,0.3040416520088911,0.3040454250000266,21.0
2777,"[[1. 0. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,33,0.24,0.0,0,1,0.2644805777817964,0.2644728360000385,33.000000000000014
2778,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 1.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]]",1,51,0.37,0.0,0,1,0.3810810409486294,0.3810483500000146,41.0
2779,"[[0. 1. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]]",3,41,0.34,0.0,4,0,0.3469547741115093,0.3469572580000317,30.00000000000001
2780,"[[0. 0. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]]",1,1,0.01,0.0,0,0,0.0155245400965213,0.0155266169999777,18.000000000000007
2781,"[[0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]]",1,6,0.07,0.0,0,0,0.070161135867238,0.0701640030000021,30.00000000000001
2782,"[[0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]]",1,7,0.11,0.0,0,0,0.1144369449466466,0.1144293130000164,22.000000000000004
2783,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]]",1,1,0.01,0.0,0,0,0.0144415870308876,0.0144431059999874,23.0
2784,"[[0. 1. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]]",1,11,0.16,0.0,0,0,0.1570855341851711,0.1570890840000061,27.999999999999996
2785,"[[0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]]",1,5,0.07,0.0,0,0,0.0736902505159378,0.0736758219999842,27.0
2786,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]]",1,38,0.36,0.0,0,1,0.3749587554484606,0.3749614600000086,21.00000000000001
2787,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]]",1,2,0.05,0.0,0,0,0.0447454489767551,0.0447486010000375,26.0
2788,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]]",1,4,0.05,0.0,0,0,0.0474301744252443,0.0474258579999968,22.0
2789,"[[0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 1. 1.]]",1,3,0.05,0.0,0,0,0.0541392378509044,0.0541424159999905,19.0
2790,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]]",1,11,0.16,0.0,0,0,0.1620605550706386,0.1620578710000018,33.0
2791,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,5,0.06,0.0,0,0,0.0622315797954797,0.0622342209999828,25.000000000000007
2792,"[[0. 1. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,8,0.1,0.0,0,0,0.1050419732928276,0.105045055000005,25.0
2793,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,1,0.01,0.0,0,0,0.0154807902872562,0.015483660999962,21.0
2794,"[[0. 1. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]]",1,1,0.02,0.0,0,0,0.0171234905719757,0.0171058539999648,41.0
2795,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]]",1,3,0.04,0.0,0,0,0.0362114757299423,0.0362146939999661,25.0
2796,"[[0. 0. 1. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 1.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]]",1,2,0.04,0.0,0,0,0.0438786149024963,0.043880793000028,18.999999999999996
2797,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,1,0.01,0.0,0,0,0.0156843587756156,0.0156867360000205,23.0
2798,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]]",1,4,0.07,0.0,0,0,0.0696785915642976,0.069681753999987,20.0
2799,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]]",1,2,0.02,0.0,0,0,0.0335822235792875,0.033585094999978,16.0
2800,"[[0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 1. 1.]]",1,33,0.3,0.0,0,0,0.3043669573962688,0.3043627200000287,36.0
2801,"[[0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 1. 1.]]",1,13,0.17,0.0,0,0,0.1684881392866373,0.1684812889999989,33.00000000000002
2802,"[[0. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]]",1,2,0.01,0.0,0,0,0.0159665327519178,0.0159578729999907,23.0
2803,"[[1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]]",1,12,0.17,0.0,0,0,0.1776567604392767,0.1776596629999858,41.0
2804,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]]",1,1,0.01,0.0,0,0,0.0148585624992847,0.0148604380000278,19.0
2805,"[[0. 1. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,7,0.08,0.0,0,0,0.0864186231046915,0.0863891679999824,26.0
2806,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,7,0.11,0.0,0,0,0.1133357398211956,0.1133385260000068,26.0
2807,"[[0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 0. 1.]]",1,4,0.04,0.0,0,0,0.0375424288213253,0.0375454750000017,16.999999999999996
2808,"[[0. 1. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]]",1,3,0.03,0.0,0,0,0.0334215965121984,0.0334245689999761,17.0
2809,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,2,0.03,0.0,0,0,0.0397075954824686,0.0397106290000124,16.0
2810,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]]",1,1,0.01,0.0,0,0,0.0145987328141927,0.0146009800000115,17.0
2811,"[[0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,11,0.14,0.0,0,0,0.1376586258411407,0.1376330100000018,25.0
2812,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]]",1,1,0.02,0.0,0,0,0.0150768049061298,0.0150796500000183,24.0
2813,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 0. 0.]]",1,2,0.03,0.0,0,0,0.0241061411798,0.0241081720000124,23.0
2814,"[[1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,5,0.08,0.0,0,0,0.0765002816915512,0.0765033719999905,27.0
2815,"[[0. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 1. 0.]]",1,2,0.05,0.0,0,0,0.0445395149290561,0.0445421780000288,22.0
2816,"[[0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]]",1,23,0.22,0.0,0,0,0.221158180385828,0.2211617110000361,32.0
2817,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]]",1,24,0.22,0.0,0,1,0.2226310465484857,0.222560197000007,22.00000000000002
2818,"[[0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 1. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 1. ... 0. 0. 0.]]",1,5,0.04,0.0,0,0,0.0489481277763843,0.0489508550000437,22.0
2819,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]]",1,13,0.17,0.0,0,0,0.1714656520634889,0.171469433000027,29.0
2820,"[[1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]]",1,1,0.01,0.0,0,0,0.0158594287931919,0.015862127000048,15.999999999999991
2821,"[[0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]]",1,1,0.01,0.0,0,0,0.014831194654107,0.0148327949999611,11.0
2822,"[[0. 1. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]]",1,8,0.08,0.0,0,0,0.0783482994884252,0.078351563999945,26.000000000000007
2823,"[[1. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]]",1,2,0.01,0.0,0,0,0.0155960991978645,0.0155986870000219,23.0
2824,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]]",1,8,0.1,0.0,0,0,0.099680608138442,0.0996832580000273,23.0
2825,"[[0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]]",1,1,0.01,0.0,0,0,0.0148842353373765,0.0148702579999735,12.0
2826,"[[0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [0. 1. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]]",1,45,0.35,0.0,1,1,0.3642205763608217,0.3641419290000272,31.0
2827,"[[1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]]",1,6,0.05,0.0,0,0,0.05919243209064,0.0591955980000307,17.0
2828,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]]",1,2,0.04,0.0,0,0,0.0416513700038194,0.0416538310000191,28.000000000000007
2829,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]]",1,6,0.08,0.0,0,0,0.0807250384241342,0.0807282069999928,22.0
2830,"[[1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]]",1,1,0.01,0.0,0,0,0.0143954660743474,0.0143983419999926,26.0
2831,"[[0. 0. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]]",1,38,0.34,0.0,0,1,0.3408203106373548,0.3408142760000032,28.0
2832,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,16,0.19,0.0,0,0,0.1917633488774299,0.1917716680000012,27.0
2833,"[[0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]]",1,2,0.03,0.0,0,0,0.0357279293239116,0.0357309660000169,22.0
2834,"[[1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]]",1,4,0.07,0.0,0,0,0.0712785813957452,0.0712812780000149,22.000000000000004
2835,"[[0. 1. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,16,0.21,0.0,0,0,0.2207593210041523,0.2207571079999866,41.0
2836,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]]",1,35,0.27,0.0,0,0,0.2885820493102073,0.2885774950000268,29.0
2837,"[[0. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 1. 0. 0.]
 [0. 1. 1. ... 0. 0. 1.]]",1,36,0.27,0.0,0,0,0.2704130746424198,0.2704176130000064,29.0
2838,"[[0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]]",1,5,0.06,0.0,0,0,0.0559398718178272,0.0559429550000345,19.0
2839,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]]",1,1,0.01,0.0,0,0,0.0153348129242658,0.0153379980000067,17.0
2840,"[[0. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]]",1,3,0.04,0.0,0,0,0.0324958376586437,0.0324983699999847,19.0
2841,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]]",3,48,0.41,0.0,2,0,0.4179123491048813,0.4178785999999945,38.0
2842,"[[0. 0. 1. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]]",1,41,0.3,0.0,0,0,0.3126473221927881,0.3126408900000115,33.0
2843,"[[1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]]",1,7,0.06,0.0,0,0,0.0689914878457784,0.0689940340000134,25.000000000000007
2844,"[[1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 0. 0.]]",1,5,0.06,0.0,0,0,0.0640365611761808,0.0640398219999838,22.0
2845,"[[0. 0. 1. ... 0. 0. 0.]
 [1. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]]",1,1,0.02,0.0,0,0,0.0152856465429067,0.0152878619999796,18.0
2846,"[[0. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]]",1,40,0.37,0.0,0,1,0.3826100043952465,0.3825938989999713,26.0
