policy;seed;type;instance;nnodes;nlps;stime;gap;status;ndomchgs;ncutoffs;walltime;proctime;objval;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1305.lp;265;515;20.46;0.0;optimal;183;0;20.729772007092834;20.729682549004792;204.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1306.lp;582;800;22.37;0.0;optimal;174;0;22.633299281820655;22.633061638996878;169.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1307.lp;1381;1743;33.36;0.0;optimal;285;0;33.86875301785767;33.85885335400235;163.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1308.lp;41;167;13.22;0.0;optimal;74;0;13.385494822636247;13.385509719002584;195.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1309.lp;2490;3263;69.94;0.0;optimal;387;0;70.82163682207465;70.81905353000184;223.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1310.lp;1193;1603;45.63;0.0;optimal;269;0;46.245812237262726;46.24544165899715;229.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1311.lp;49;195;9.88;0.0;optimal;78;0;10.053555492311716;10.052967329997045;195.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1312.lp;395;688;23.13;0.0;optimal;228;0;23.44621687196195;23.44474357499712;206.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1313.lp;1035;1428;40.85;0.0;optimal;232;0;41.31853742711246;41.311747178995574;231.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1314.lp;2532;3216;56.86;0.0;optimal;272;1;57.72037443704903;57.71870140499959;196.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1315.lp;523;821;25.6;0.0;optimal;222;1;25.980619467794895;25.979898788995342;203.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1316.lp;135;320;17.75;0.0;optimal;117;0;17.969698498025537;17.969287619998795;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1317.lp;983;1360;33.71;0.0;optimal;275;1;34.17030960507691;34.16890737100039;215.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1318.lp;1625;2289;48.76;0.0;optimal;358;1;49.52813637629151;49.526507807997405;219.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1319.lp;1184;1686;39.92;0.0;optimal;281;0;40.54831157065928;40.54775953099306;196.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1320.lp;1604;2220;44.36;0.0;optimal;414;0;45.124915501102805;45.07976060600049;197.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1321.lp;1001;1313;32.34;0.0;optimal;224;0;32.822891153395176;32.816995016000874;195.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1322.lp;486;718;23.04;0.0;optimal;160;0;23.402832055464387;23.4017270750046;163.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1323.lp;1769;2182;42.14;0.0;optimal;283;2;42.81504418887198;42.79792008699587;180.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1324.lp;17332;20871;306.48;0.0;optimal;799;0;310.95272680372;310.7699422299993;270.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1325.lp;1238;1653;32.72;0.0;optimal;282;0;33.26965636946261;33.2691170399994;199.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1326.lp;923;1331;35.22;0.0;optimal;287;0;35.670349983498454;35.669757714997104;228.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1327.lp;30;154;11.81;0.0;optimal;69;0;11.936289416626096;11.936015081999358;171.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1328.lp;41;159;12.08;0.0;optimal;59;0;12.192137012258172;12.19182301699766;187.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1329.lp;1689;2210;40.95;0.0;optimal;312;0;41.59092264063656;41.5890499140005;202.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1330.lp;582;919;26.25;0.0;optimal;260;1;26.592340828850865;26.59168395299639;219.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1331.lp;69;221;15.0;0.0;optimal;86;0;15.184143709018826;15.184180690994253;188.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1332.lp;101;291;13.49;0.0;optimal;101;0;13.644727470353246;13.644713318004506;190.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1333.lp;11;70;5.8;0.0;optimal;12;1;5.875825230032206;5.8758308260003105;168.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1334.lp;1629;2408;47.67;0.0;optimal;374;0;48.37492547184229;48.35310571199807;188.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1335.lp;12264;14164;169.7;0.0;optimal;581;0;172.71913352236152;172.65686163799546;222.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1336.lp;633;906;26.98;0.0;optimal;183;1;27.43521716631949;27.434504803997697;183.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1337.lp;453;704;23.7;0.0;optimal;188;0;24.001876363530755;24.000702734003426;178.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1338.lp;1345;1911;42.42;0.0;optimal;243;0;43.11918918788433;43.11574888299219;204.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1339.lp;1050;1391;28.8;0.0;optimal;207;0;29.258317288011312;29.25759598299919;177.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1340.lp;248;465;23.14;0.0;optimal;143;0;23.490631192922592;23.489856931992108;195.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1341.lp;1299;1805;34.3;0.0;optimal;236;2;34.93795668333769;34.93647394501022;159.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1342.lp;119;292;18.08;0.0;optimal;107;0;18.276051439344883;18.27552468700742;166.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1343.lp;369;643;23.55;0.0;optimal;183;1;23.9026620388031;23.902202659999602;202.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1344.lp;1913;2521;52.51;0.0;optimal;387;0;53.236926132813096;53.23217550899426;216.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1345.lp;299;561;23.17;0.0;optimal;176;0;23.46503501199186;23.46511110200663;219.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1346.lp;137;336;15.74;0.0;optimal;131;0;15.93584667518735;15.935652023996226;198.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1347.lp;3629;4576;70.41;0.0;optimal;436;1;71.44663102179766;71.44355015699693;207.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1348.lp;220;469;21.44;0.0;optimal;183;1;21.727935198694468;21.72653368501051;207.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1349.lp;1248;1664;43.73;0.0;optimal;259;0;44.2661828994751;44.26443783300056;228.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1350.lp;1153;1606;33.02;0.0;optimal;285;1;33.610374530777335;33.608638947000145;203.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1351.lp;47;192;13.31;0.0;optimal;75;2;13.503402991220355;13.503004357000464;181.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1352.lp;566;847;25.54;0.0;optimal;218;0;25.888239918276668;25.879074513009982;190.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1353.lp;1740;2250;47.73;0.0;optimal;383;0;48.53531529009342;48.53254184599791;221.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1354.lp;4921;6160;103.39;0.0;optimal;504;0;105.04286847263575;105.00564561299689;247.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1355.lp;6084;7160;97.81;0.0;optimal;417;0;99.41352725587785;99.40111489199626;205.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1356.lp;652;962;27.55;0.0;optimal;219;0;27.957514006644487;27.956957674003206;196.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1357.lp;12692;15142;217.64;0.0;optimal;492;1;220.80521585047245;220.79108645700035;224.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1358.lp;389;644;23.51;0.0;optimal;165;0;23.85237668454647;23.852318795994506;176.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1359.lp;169;370;16.06;0.0;optimal;143;0;16.283752316609025;16.283702782995533;170.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1360.lp;5;63;4.92;0.0;optimal;12;1;5.009979145601392;5.009837422010605;171.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1361.lp;1711;2351;49.6;0.0;optimal;353;1;50.34588080085814;50.34559044901107;235.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1362.lp;2180;2803;60.3;0.0;optimal;361;0;61.02777636796236;61.02737309700751;226.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1363.lp;3259;3999;68.74;0.0;optimal;371;0;69.92726950719953;69.91869928399683;185.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1364.lp;849;1119;25.41;0.0;optimal;204;0;25.926430771127343;25.905458730994724;186.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1365.lp;4405;5360;96.08;0.0;optimal;515;0;97.65134571492672;97.63580086399452;223.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1366.lp;3943;5083;90.0;0.0;optimal;452;1;91.13031856156886;91.12315189500805;212.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1367.lp;2186;2835;63.61;0.0;optimal;304;0;64.52878364361823;64.52630072299507;213.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1368.lp;547;889;27.49;0.0;optimal;266;0;27.88032049126923;27.878996131999884;193.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1369.lp;285;473;15.8;0.0;optimal;127;1;16.037154905498028;16.036436456008232;146.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1370.lp;88;273;17.58;0.0;optimal;115;0;17.777532951906323;17.77647288099979;207.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1371.lp;1483;1954;46.5;0.0;optimal;293;0;47.1320235170424;47.12873586300702;223.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1372.lp;499;751;22.32;0.0;optimal;171;0;22.603528905659914;22.601321472000564;195.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1373.lp;797;1147;30.66;0.0;optimal;262;0;31.031762657687068;31.028785818998585;187.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1374.lp;2095;2790;48.46;0.0;optimal;348;0;49.20761569775641;49.20377471999382;210.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1375.lp;369;638;24.84;0.0;optimal;183;0;25.167921712622046;25.1672765359981;203.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1376.lp;7132;8523;133.73;0.0;optimal;468;0;135.52733162418008;135.5087743870099;222.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1377.lp;45;186;12.49;0.0;optimal;84;0;12.637592380866408;12.636942480996368;186.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1378.lp;183;433;23.57;0.0;optimal;149;0;23.826267944648862;23.825918639995507;190.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1379.lp;1688;2155;43.73;0.0;optimal;306;0;44.50708703324199;44.486954856009106;187.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1380.lp;8482;9884;168.09;0.0;optimal;483;2;170.45496073924005;170.44664607699087;248.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1381.lp;1093;1648;48.33;0.0;optimal;336;0;48.828194320201874;48.82767932600109;215.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1382.lp;847;1307;35.73;0.0;optimal;291;1;36.13606231287122;36.13574802900257;239.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1383.lp;659;975;22.44;0.0;optimal;216;1;22.76751084625721;22.766951051991782;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1384.lp;37;169;11.12;0.0;optimal;82;0;11.259249065071344;11.258460215991363;199.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1385.lp;5;46;4.89;0.0;optimal;4;1;4.925864337012172;4.925646739997319;168.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1386.lp;711;1140;27.23;0.0;optimal;276;0;27.644961377605796;27.642458772010286;196.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1387.lp;759;1102;32.1;0.0;optimal;233;0;32.53469555452466;32.53330948000075;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1388.lp;281;554;22.52;0.0;optimal;200;0;22.870358338579535;22.86975350799912;219.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1389.lp;227;399;14.85;0.0;optimal;117;0;15.035588283091784;15.03548022499308;167.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1390.lp;57;196;13.47;0.0;optimal;69;0;13.642247132956982;13.642082073012716;188.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1391.lp;2499;3044;57.13;0.0;optimal;329;0;57.931941447779536;57.931076000997564;203.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1392.lp;7782;9062;124.3;0.0;optimal;453;0;126.35196045413613;126.31699492600455;232.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1393.lp;445;749;26.3;0.0;optimal;249;0;26.694631343707442;26.67515772600018;197.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1394.lp;91;271;13.63;0.0;optimal;99;0;13.833746863529086;13.802842819000944;207.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1395.lp;1103;1646;38.7;0.0;optimal;302;0;39.21016654744744;39.20391848598956;231.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1396.lp;177;362;19.04;0.0;optimal;124;0;19.3079992569983;19.307783455995377;177.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1397.lp;509;806;27.16;0.0;optimal;227;0;27.518802911043167;27.518334984997637;182.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1398.lp;2269;2851;49.25;0.0;optimal;324;0;50.07621984742582;50.06377386399254;206.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1399.lp;4664;6065;94.63;0.0;optimal;359;1;95.8740368410945;95.87423933600076;203.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1400.lp;710;1076;29.71;0.0;optimal;260;1;30.13973193243146;30.139773912989767;187.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1401.lp;17;130;9.35;0.0;optimal;37;0;9.436157016083598;9.436161788005847;174.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1402.lp;667;1002;25.3;0.0;optimal;245;0;25.72093310020864;25.719929717000923;180.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1403.lp;757;1042;30.46;0.0;optimal;213;0;30.888467142358422;30.886964883990004;206.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1404.lp;37;165;11.74;0.0;optimal;56;1;11.90287578292191;11.902432543996838;178.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1405.lp;904;1216;33.73;0.0;optimal;236;0;34.263777650892735;34.26284082599159;211.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1406.lp;171;368;18.61;0.0;optimal;135;0;18.9028135035187;18.883395227006986;186.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1407.lp;349;662;22.95;0.0;optimal;238;0;23.33042431436479;23.33016500499798;220.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1408.lp;409;686;22.29;0.0;optimal;198;0;22.664547245949507;22.664411527002812;201.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1409.lp;767;1015;29.78;0.0;optimal;165;0;30.14128551259637;30.141046026998083;180.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1410.lp;1184;1500;30.84;0.0;optimal;244;0;31.325074329972267;31.32476566200785;199.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1411.lp;2555;3358;58.25;0.0;optimal;448;0;59.15940417535603;59.15889186700224;234.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1412.lp;1393;1948;36.34;0.0;optimal;369;0;36.795739183202386;36.79535323700111;202.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1413.lp;7068;8933;163.03;0.0;optimal;556;0;165.16859147138894;165.1561196900002;262.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1414.lp;223;434;15.42;0.0;optimal;149;1;15.622556501999497;15.622240782002336;187.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1415.lp;25;168;13.88;0.0;optimal;63;0;14.080136490985751;14.079864140992868;167.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1416.lp;13;112;7.62;0.0;optimal;42;0;7.707170974463224;7.707025537005393;168.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1417.lp;695;1016;34.6;0.0;optimal;229;0;35.11248122155666;35.111470080999425;198.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1418.lp;10900;12513;177.5;0.0;optimal;468;0;180.53234528377652;180.3654297739995;223.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1419.lp;139;301;11.98;0.0;optimal;111;0;12.173235001042485;12.142987533006817;167.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1420.lp;4083;4868;64.59;0.0;optimal;450;1;65.90031730383635;65.73115757500636;197.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1421.lp;336;604;26.75;0.0;optimal;187;0;27.190298987552524;27.11884146500961;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1422.lp;54;187;12.33;0.0;optimal;70;2;12.584784960374236;12.551446982004563;191.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1423.lp;291;536;21.08;0.0;optimal;160;0;21.397011913359165;21.37477392400615;205.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1424.lp;4221;5221;79.17;0.0;optimal;477;0;80.58594608306885;80.58307646600588;220.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1425.lp;1559;2009;44.08;0.0;optimal;303;0;44.77282333560288;44.77232827300031;194.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1426.lp;681;1015;27.07;0.0;optimal;251;0;27.429732369259;27.42945477399917;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1427.lp;511;782;23.9;0.0;optimal;202;0;24.27295874990523;24.27267820200359;228.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1428.lp;3132;3815;61.04;0.0;optimal;394;0;61.950449619442225;61.94961243199941;195.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1429.lp;629;916;24.0;0.0;optimal;213;0;24.36166811361909;24.3597959500039;194.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1430.lp;19;101;9.17;0.0;optimal;33;1;9.272800892591476;9.272217528996407;147.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1431.lp;6675;8168;120.87;0.0;optimal;598;0;122.63025583326817;122.62304577800387;244.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1432.lp;14927;17415;230.52;0.0;optimal;626;0;234.35514819063246;234.16322292698896;241.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1433.lp;138;312;16.22;0.0;optimal;119;0;16.44680126197636;16.446778862999054;185.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1434.lp;1580;2111;36.35;0.0;optimal;307;0;36.937257278710604;36.93650823000644;181.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1435.lp;329;595;20.33;0.0;optimal;191;0;20.64641728065908;20.646352987998398;184.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1436.lp;2380;3010;54.94;0.0;optimal;328;0;55.88377018272877;55.88085116300499;209.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1437.lp;2046;2598;56.36;0.0;optimal;330;0;57.07986357063055;57.076286208000965;208.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1438.lp;303;527;18.96;0.0;optimal;161;0;19.19743426516652;19.19714739099436;167.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1439.lp;1625;2114;52.07;0.0;optimal;276;0;52.77845427021384;52.77831584100204;234.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1440.lp;512;768;25.25;0.0;optimal;188;0;25.552706509828568;25.552393992998987;203.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1441.lp;2673;3434;64.91;0.0;optimal;448;0;65.86463824659586;65.8636789709999;225.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1442.lp;1227;1704;32.77;0.0;optimal;268;0;33.28294424712658;33.282935274008196;168.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1443.lp;3;63;4.08;0.0;optimal;6;1;4.150159614160657;4.149792199998046;198.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1444.lp;1265;1771;36.19;0.0;optimal;279;0;36.683040890842676;36.67991704099404;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1445.lp;1123;1462;37.59;0.0;optimal;236;0;38.09950886853039;38.095107760003884;214.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1446.lp;7;82;6.33;0.0;optimal;25;1;6.4200177025049925;6.419127483997727;160.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1447.lp;941;1467;32.07;0.0;optimal;349;0;32.56606396101415;32.562151585007086;180.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1448.lp;113;302;16.72;0.0;optimal;112;0;16.94619115255773;16.944071933001396;200.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1449.lp;1373;1772;41.69;0.0;optimal;264;1;42.28026037476957;42.273167709994595;221.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1450.lp;5092;6370;112.56;0.0;optimal;428;0;114.05287499725819;114.03187436799635;207.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1451.lp;13;67;6.44;0.0;optimal;21;0;6.517024215310812;6.516234388996963;165.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1452.lp;3303;4628;74.34;0.0;optimal;303;0;75.3221672847867;75.31494645100611;205.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1453.lp;1844;2325;48.86;0.0;optimal;242;0;49.580404564738274;49.574483756005066;202.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1454.lp;19;126;9.02;0.0;optimal;59;0;9.119645643979311;9.118544976998237;166.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1455.lp;1069;1506;38.65;0.0;optimal;300;0;39.14490711130202;39.14027097799408;209.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1456.lp;3399;4440;65.3;0.0;optimal;417;0;66.42867355234921;66.42066950700246;236.0;
internal:relpscost;0;small;/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1457.lp;2619;3275;60.76;0.0;optimal;355;0;61.79465323872864;61.791780936997384;203.0;
