policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime,objval
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1112.lp,1,1,0.02,0.0,optimal,0,0,0.020234424620866776,0.020236706999980925,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1113.lp,1,4,0.07,0.0,optimal,0,0,0.0756850391626358,0.07568787799999654,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1114.lp,1,7,0.09,0.0,optimal,0,0,0.0957444328814745,0.09570778600001972,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1115.lp,1,12,0.17,0.0,optimal,0,0,0.17285836674273014,0.17282661100000496,18.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1116.lp,1,1,0.01,0.0,optimal,0,0,0.014339208602905273,0.014341099000006352,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1117.lp,1,3,0.06,0.0,optimal,0,0,0.06158032268285751,0.06154265500001088,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1118.lp,1,6,0.07,0.0,optimal,0,0,0.07561486586928368,0.07561763800001131,22.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1119.lp,1,2,0.02,0.0,optimal,0,0,0.024798443540930748,0.024801134999989927,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1120.lp,1,24,0.28,0.0,optimal,0,0,0.27534142695367336,0.27532262400001173,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1121.lp,1,4,0.07,0.0,optimal,0,0,0.06981200724840164,0.06980645300001243,22.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1122.lp,1,10,0.13,0.0,optimal,0,0,0.13583345152437687,0.1358346739999945,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1123.lp,1,3,0.05,0.0,optimal,0,0,0.04580727219581604,0.045820977000005314,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1124.lp,1,3,0.04,0.0,optimal,0,0,0.046828651800751686,0.04683135900000934,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1125.lp,1,55,0.44,0.0,optimal,0,1,0.4647397957742214,0.46466042500000526,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1126.lp,1,22,0.33,0.0,optimal,0,0,0.333509624004364,0.3334849309999868,31.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1127.lp,1,1,0.02,0.0,optimal,0,0,0.026860523968935013,0.026862018000002763,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1128.lp,3,58,0.58,0.0,optimal,3,0,0.5951433684676886,0.5951279530000022,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1129.lp,1,1,0.01,0.0,optimal,0,0,0.015510283410549164,0.01551233200001434,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1130.lp,1,4,0.07,0.0,optimal,0,0,0.06929494254291058,0.06929778800000008,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1131.lp,3,44,0.47,0.0,optimal,3,1,0.4812337998300791,0.4812264319999997,44.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1132.lp,1,4,0.06,0.0,optimal,0,0,0.06406683288514614,0.06406952200001115,36.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1133.lp,1,31,0.28,0.0,optimal,0,0,0.28155815973877907,0.2815626439999903,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1134.lp,1,1,0.01,0.0,optimal,0,0,0.015311125665903091,0.01531360600000653,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1135.lp,1,19,0.26,0.0,optimal,0,0,0.27236353419721127,0.2723665660000165,36.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1136.lp,1,5,0.08,0.0,optimal,0,0,0.0793781504034996,0.07938266200000044,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1137.lp,1,8,0.09,0.0,optimal,0,0,0.093508156016469,0.09349830900001166,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1138.lp,1,4,0.06,0.0,optimal,0,0,0.06592055223882198,0.06592331199999535,25.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1139.lp,1,5,0.04,0.0,optimal,0,0,0.045366283506155014,0.045368854999992436,15.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1140.lp,1,9,0.1,0.0,optimal,0,0,0.10093783400952816,0.10094072600000459,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1141.lp,1,2,0.03,0.0,optimal,0,0,0.03163650818169117,0.0316404959999943,18.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1142.lp,1,2,0.04,0.0,optimal,0,0,0.04925392381846905,0.04925596700002188,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1143.lp,1,12,0.13,0.0,optimal,0,0,0.13701269775629044,0.13702123199999505,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1144.lp,1,36,0.36,0.0,optimal,0,1,0.36126634292304516,0.3612273149999794,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1145.lp,1,1,0.02,0.0,optimal,0,0,0.015159862115979195,0.015162586999991845,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1146.lp,3,34,0.39,0.0,optimal,0,2,0.41100271604955196,0.4110049379999907,36.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1147.lp,1,9,0.08,0.0,optimal,0,0,0.09300121665000916,0.09300392200000829,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1148.lp,1,10,0.11,0.0,optimal,0,0,0.11111965402960777,0.11112443900000812,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1149.lp,1,33,0.3,0.0,optimal,0,0,0.31161103770136833,0.31160468299998456,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1150.lp,1,3,0.05,0.0,optimal,0,0,0.05061856657266617,0.050621284000015976,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1151.lp,1,9,0.1,0.0,optimal,0,0,0.10400903970003128,0.10401079999999752,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1152.lp,1,1,0.02,0.0,optimal,0,0,0.016363272443413734,0.016366379000004372,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1153.lp,1,4,0.06,0.0,optimal,0,0,0.05294569954276085,0.052947717999984434,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1154.lp,1,5,0.03,0.0,optimal,0,0,0.03778703697025776,0.03779015200001368,24.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1155.lp,1,5,0.07,0.0,optimal,0,0,0.07080532796680927,0.07080881799998906,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1156.lp,1,1,0.01,0.0,optimal,0,0,0.017773831263184547,0.017775846999995792,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1157.lp,1,4,0.07,0.0,optimal,0,0,0.06368881091475487,0.06369160500000248,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1158.lp,1,1,0.01,0.0,optimal,0,0,0.014707786962389946,0.014710478000012017,18.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1159.lp,1,4,0.07,0.0,optimal,0,0,0.06447727233171463,0.06448093399998811,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1160.lp,1,2,0.03,0.0,optimal,0,0,0.034239448606967926,0.03424106199997823,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1161.lp,1,16,0.15,0.0,optimal,0,0,0.16105355508625507,0.1610483830000078,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1162.lp,1,5,0.07,0.0,optimal,0,0,0.06637625209987164,0.06637889600000335,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1163.lp,1,5,0.09,0.0,optimal,0,0,0.09562535956501961,0.09562843099999441,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1164.lp,1,1,0.02,0.0,optimal,0,0,0.016517041251063347,0.01650852099999156,18.000000000000004
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1165.lp,1,13,0.27,0.0,optimal,0,0,0.28474669717252254,0.2847029769999949,41.99999999999999
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1166.lp,1,3,0.06,0.0,optimal,0,0,0.06974267587065697,0.06974609099998474,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1167.lp,1,4,0.05,0.0,optimal,0,0,0.06132657267153263,0.06132095600000298,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1168.lp,1,1,0.02,0.0,optimal,0,0,0.018404655158519745,0.018420358000014403,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1169.lp,1,1,0.01,0.0,optimal,0,0,0.018396390601992607,0.018399052000006577,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1170.lp,1,4,0.08,0.0,optimal,0,0,0.07403609156608582,0.0740386760000149,12.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1171.lp,1,19,0.18,0.0,optimal,0,0,0.18310763873159885,0.18310168400000748,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1172.lp,1,1,0.01,0.0,optimal,0,0,0.015931511297822,0.015933133000004318,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1173.lp,1,39,0.34,0.0,optimal,0,1,0.3414996825158596,0.3414896780000163,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1174.lp,1,4,0.06,0.0,optimal,0,0,0.061486657708883286,0.061490438000021186,33.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1175.lp,1,10,0.15,0.0,optimal,0,0,0.15505352802574635,0.15503918799998928,22.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1176.lp,1,11,0.14,0.0,optimal,0,0,0.1395052019506693,0.1395090160000052,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1177.lp,1,2,0.04,0.0,optimal,0,0,0.04724827967584133,0.04725111100000845,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1178.lp,1,1,0.03,0.0,optimal,0,0,0.02368721179664135,0.02369220500000324,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1179.lp,1,2,0.05,0.0,optimal,0,0,0.0537859071046114,0.05378756999999723,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1180.lp,1,49,0.63,0.0,optimal,0,1,0.6503971051424742,0.6503710700000056,38.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1181.lp,1,6,0.1,0.0,optimal,0,0,0.10664237663149834,0.10664573299999347,23.999999999999993
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1182.lp,1,7,0.1,0.0,optimal,0,0,0.10085275955498219,0.10085594199998127,23.99999999999999
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1183.lp,1,5,0.1,0.0,optimal,0,0,0.10648503340780735,0.10648808700000245,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1184.lp,1,41,0.35,0.0,optimal,1,1,0.36632663011550903,0.3663206770000045,34.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1185.lp,1,10,0.14,0.0,optimal,0,0,0.15368134528398514,0.15368471899998326,28.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1186.lp,1,2,0.04,0.0,optimal,0,0,0.035517433658242226,0.03552031200001693,21.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1187.lp,1,9,0.19,0.0,optimal,0,0,0.19810632430016994,0.1981142969999894,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1188.lp,1,10,0.17,0.0,optimal,0,0,0.17916198261082172,0.17916643800000998,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1189.lp,1,12,0.16,0.0,optimal,0,0,0.1616303864866495,0.1616314759999966,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1190.lp,1,2,0.03,0.0,optimal,0,0,0.032298384234309196,0.03230156999998712,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1191.lp,1,1,0.01,0.0,optimal,0,0,0.015306340530514717,0.015308785999991414,11.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1192.lp,1,24,0.23,0.0,optimal,0,0,0.24753329157829285,0.2475371249999796,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1193.lp,1,5,0.1,0.0,optimal,0,0,0.10053988173604012,0.10052081699998894,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1194.lp,1,28,0.34,0.0,optimal,0,1,0.36190390214324,0.3618846020000035,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1195.lp,1,5,0.07,0.0,optimal,0,0,0.07191817834973335,0.07192175599999473,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1196.lp,1,29,0.32,0.0,optimal,0,0,0.3238192666321993,0.3238100339999903,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1197.lp,1,1,0.01,0.0,optimal,0,0,0.014929031953215599,0.014931743999994751,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1198.lp,1,2,0.04,0.0,optimal,0,0,0.04065442457795143,0.04065705599998637,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1199.lp,1,5,0.05,0.0,optimal,0,0,0.04831021465361118,0.04831182999998873,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1200.lp,1,45,0.4,0.0,optimal,1,1,0.4119029100984335,0.41188448599999106,42.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1201.lp,1,3,0.04,0.0,optimal,0,0,0.034873174503445625,0.03487674499999116,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1202.lp,1,1,0.02,0.0,optimal,0,0,0.015364740043878555,0.015367945000008376,10.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1203.lp,1,5,0.11,0.0,optimal,0,0,0.10981439426541328,0.10974889299998836,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1204.lp,1,9,0.1,0.0,optimal,0,0,0.10785355232656002,0.10785687999998572,15.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1205.lp,1,24,0.26,0.0,optimal,0,0,0.28130931593477726,0.28128906300000267,33.99999999999999
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1206.lp,1,4,0.08,0.0,optimal,0,0,0.08190876618027687,0.08187509199998999,17.000000000000004
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1207.lp,1,9,0.12,0.0,optimal,0,0,0.11828462220728397,0.11828891300001487,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1208.lp,1,1,0.01,0.0,optimal,0,0,0.014745038002729416,0.014748035999986087,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1209.lp,1,12,0.12,0.0,optimal,0,0,0.12764917314052582,0.12765747999998212,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1210.lp,1,53,0.46,0.0,optimal,0,1,0.4669016934931278,0.46682838400002424,47.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1211.lp,1,7,0.11,0.0,optimal,0,0,0.10260719992220402,0.1026102860000151,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1212.lp,1,21,0.28,0.0,optimal,0,0,0.28456380777060986,0.28456814900002314,24.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1213.lp,1,2,0.04,0.0,optimal,0,0,0.03820250183343887,0.0381586489999961,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1214.lp,1,4,0.04,0.0,optimal,0,0,0.046062758192420006,0.04606387300000847,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1215.lp,1,5,0.1,0.0,optimal,0,0,0.10869317688047886,0.1086962079999978,45.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1216.lp,1,4,0.07,0.0,optimal,0,0,0.0827434528619051,0.08274895799999626,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1217.lp,1,2,0.04,0.0,optimal,0,0,0.04238679073750973,0.04237664300001143,38.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1218.lp,1,3,0.05,0.0,optimal,0,0,0.05357592552900314,0.05356071799999995,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1219.lp,1,2,0.03,0.0,optimal,0,0,0.037772318348288536,0.03777522300001124,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1220.lp,1,5,0.06,0.0,optimal,0,0,0.05848792567849159,0.058490728999998964,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1221.lp,1,5,0.06,0.0,optimal,0,0,0.0622028112411499,0.06220555199999467,31.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1222.lp,1,4,0.06,0.0,optimal,0,0,0.05848110280930996,0.058458993000016335,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1223.lp,1,1,0.02,0.0,optimal,0,0,0.015107152983546257,0.01510315799998807,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1224.lp,1,40,0.39,0.0,optimal,0,0,0.40722187235951424,0.4071795380000083,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1225.lp,1,17,0.23,0.0,optimal,0,0,0.23284463211894035,0.23272378499999036,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1226.lp,1,32,0.32,0.0,optimal,0,1,0.3202525656670332,0.3202539460000082,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1227.lp,1,20,0.19,0.0,optimal,0,0,0.2042575478553772,0.20426104800000644,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1228.lp,1,9,0.14,0.0,optimal,0,0,0.1365301962941885,0.13645894100000078,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1229.lp,1,11,0.17,0.0,optimal,0,0,0.17163046076893806,0.17163367099999505,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1230.lp,1,52,0.45,0.0,optimal,2,1,0.4538005609065294,0.4537486069999943,35.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1231.lp,1,17,0.23,0.0,optimal,0,0,0.23834503814578056,0.23832991300000117,18.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1232.lp,1,2,0.02,0.0,optimal,0,0,0.015254979953169823,0.015257440999988603,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1233.lp,1,2,0.04,0.0,optimal,0,0,0.03858196921646595,0.03858503200001451,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1234.lp,1,1,0.02,0.0,optimal,0,0,0.014782039448618889,0.014784456000001,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1235.lp,1,6,0.03,0.0,optimal,0,0,0.0379999503493309,0.03800282099999208,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1236.lp,1,43,0.44,0.0,optimal,2,0,0.4430513512343168,0.4429357829999958,38.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1237.lp,1,1,0.01,0.0,optimal,0,0,0.015207989141345024,0.015210931000012806,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1238.lp,1,5,0.05,0.0,optimal,0,0,0.04998715594410896,0.04999059099998249,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1239.lp,1,10,0.14,0.0,optimal,0,0,0.1553042009472847,0.15530788600000278,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1240.lp,1,38,0.34,0.0,optimal,0,1,0.35686629824340343,0.35681591599998796,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1241.lp,1,10,0.15,0.0,optimal,0,0,0.1538395918905735,0.15384333400001537,26.000000000000004
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1242.lp,1,7,0.1,0.0,optimal,0,0,0.0985851027071476,0.09858734900001309,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1243.lp,1,65,0.49,0.0,optimal,3,0,0.49547847360372543,0.49537507200000164,34.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1244.lp,1,44,0.37,0.0,optimal,0,0,0.38068018294870853,0.3806394590000082,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1245.lp,1,36,0.34,0.0,optimal,1,1,0.34683937579393387,0.3468409589999908,27.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1246.lp,1,1,0.01,0.0,optimal,0,0,0.015247227624058723,0.015250035999997635,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1247.lp,1,55,0.48,0.0,optimal,2,1,0.5142149124294519,0.5140770600000053,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1248.lp,1,2,0.01,0.0,optimal,0,0,0.016941556707024574,0.016944647999991957,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1249.lp,1,8,0.1,0.0,optimal,0,0,0.1008356362581253,0.10083846899999571,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1250.lp,1,5,0.07,0.0,optimal,0,0,0.07750126346945763,0.07750458600000343,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1251.lp,1,3,0.04,0.0,optimal,0,0,0.04485424607992172,0.04485731400001214,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1252.lp,1,2,0.04,0.0,optimal,0,0,0.0384796429425478,0.038484124000007114,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1253.lp,1,14,0.2,0.0,optimal,0,0,0.20208209566771984,0.2020359400000018,41.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1254.lp,1,47,0.4,0.0,optimal,0,1,0.4154475163668394,0.41541944600001557,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1255.lp,1,11,0.2,0.0,optimal,0,0,0.2024376094341278,0.20239624899997466,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1256.lp,1,1,0.03,0.0,optimal,0,0,0.03072064183652401,0.030725954999979876,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1257.lp,1,12,0.11,0.0,optimal,0,0,0.10761783830821514,0.1076202090000038,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1258.lp,1,3,0.03,0.0,optimal,0,0,0.03139340877532959,0.03139642899998307,16.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1259.lp,1,1,0.01,0.0,optimal,0,0,0.015565881505608559,0.01556827099997804,20.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1260.lp,1,6,0.08,0.0,optimal,0,0,0.08213687501847744,0.08214025000000902,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1261.lp,13,60,0.62,0.0,optimal,10,0,0.6245844699442387,0.6245399759999941,38.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1262.lp,1,3,0.04,0.0,optimal,0,0,0.048775702714920044,0.04877857200000335,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_1263.lp,1,16,0.29,0.0,optimal,0,0,0.30167764239013195,0.3016645639999922,22.0
