policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime,objval
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2617.lp,1,12,0.18,0.0,optimal,0,0,0.18168614245951176,0.18168864099999382,36.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2618.lp,1,1,0.01,0.0,optimal,0,0,0.015803858637809753,0.015806587999975363,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2619.lp,1,28,0.33,0.0,optimal,0,0,0.33891412802040577,0.3389074819999678,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2620.lp,1,1,0.01,0.0,optimal,0,0,0.01612005941569805,0.016122633000009046,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2621.lp,1,4,0.07,0.0,optimal,0,0,0.06641746126115322,0.06642067799998586,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2622.lp,1,41,0.46,0.0,optimal,0,1,0.4650264885276556,0.46502744200000734,35.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2623.lp,1,1,0.01,0.0,optimal,0,0,0.015520669519901276,0.015515207000021292,15.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2624.lp,1,2,0.01,0.0,optimal,0,0,0.016359031200408936,0.016360942000005707,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2625.lp,1,1,0.01,0.0,optimal,0,0,0.015582434833049774,0.015584254999964742,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2626.lp,1,19,0.25,0.0,optimal,0,0,0.25044228322803974,0.25043377899999086,30.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2627.lp,1,6,0.07,0.0,optimal,0,0,0.08148079179227352,0.08148397100001148,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2628.lp,1,1,0.02,0.0,optimal,0,0,0.01642293483018875,0.016425681000043824,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2629.lp,1,59,0.51,0.0,optimal,3,1,0.537039140239358,0.5370419980000065,51.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2630.lp,1,3,0.07,0.0,optimal,0,0,0.06805659830570221,0.06805994000001192,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2631.lp,1,8,0.11,0.0,optimal,0,0,0.11814776808023453,0.11815082900000107,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2632.lp,1,1,0.02,0.0,optimal,0,0,0.01620674692094326,0.016208738999978323,20.999999999999993
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2633.lp,1,4,0.05,0.0,optimal,0,0,0.043399129062891006,0.04340159800000265,17.000000000000004
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2634.lp,1,23,0.28,0.0,optimal,0,0,0.2911765053868294,0.29118017899997994,27.000000000000004
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2635.lp,1,4,0.04,0.0,optimal,0,0,0.0430509727448225,0.043054765000022144,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2636.lp,1,1,0.01,0.0,optimal,0,0,0.015689358115196228,0.01569246000002522,36.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2637.lp,1,8,0.1,0.0,optimal,0,0,0.10351953655481339,0.10352255600002991,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2638.lp,1,27,0.3,0.0,optimal,0,0,0.3033060971647501,0.303300954000008,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2639.lp,1,36,0.4,0.0,optimal,1,1,0.41709221340715885,0.4170668200000023,38.99999999999997
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2640.lp,1,1,0.02,0.0,optimal,0,0,0.01815241202712059,0.018153439000002436,23.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2641.lp,1,31,0.29,0.0,optimal,0,1,0.2953863423317671,0.2953804370000057,27.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2642.lp,1,44,0.41,0.0,optimal,0,1,0.4213587548583746,0.4213506770000208,34.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2643.lp,1,7,0.09,0.0,optimal,0,0,0.0894680917263031,0.08947079700004679,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2644.lp,1,9,0.11,0.0,optimal,0,0,0.11204034276306629,0.11204328500002703,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2645.lp,1,4,0.06,0.0,optimal,0,0,0.05869883671402931,0.058700862000023335,33.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2646.lp,1,6,0.07,0.0,optimal,0,0,0.06956157088279724,0.06956513100004713,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2647.lp,1,2,0.03,0.0,optimal,0,0,0.037075456231832504,0.037079317000006995,33.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2648.lp,1,3,0.05,0.0,optimal,0,0,0.04354647919535637,0.043550082999956885,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2649.lp,1,12,0.17,0.0,optimal,0,0,0.1856809165328741,0.18568276299998843,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2650.lp,1,1,0.03,0.0,optimal,0,0,0.03289385698735714,0.03289472199998045,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2651.lp,1,1,0.02,0.0,optimal,0,0,0.016178594902157784,0.016181367999990925,26.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2652.lp,1,4,0.09,0.0,optimal,0,0,0.09946701675653458,0.09946983499997941,39.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2653.lp,7,38,0.32,0.0,optimal,4,1,0.33118997886776924,0.33119150099997796,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2654.lp,1,7,0.11,0.0,optimal,0,0,0.11347626894712448,0.11348127200000135,18.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2655.lp,1,47,0.37,0.0,optimal,0,1,0.4037184603512287,0.40371108599998706,31.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2656.lp,1,1,0.02,0.0,optimal,0,0,0.017093202099204063,0.017096215000037773,11.000000000000004
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2657.lp,1,1,0.02,0.0,optimal,0,0,0.01454734243452549,0.014549643000009382,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2658.lp,1,3,0.04,0.0,optimal,0,0,0.0393256526440382,0.039328450999960296,13.999999999999993
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2659.lp,1,4,0.06,0.0,optimal,0,0,0.06181870959699154,0.061809842999991815,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2660.lp,1,8,0.12,0.0,optimal,0,0,0.12231994792819023,0.12232319399998914,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2661.lp,1,6,0.05,0.0,optimal,0,0,0.05488380044698715,0.05488646899999594,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2662.lp,1,9,0.09,0.0,optimal,0,0,0.08784441836178303,0.08784674699995776,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2663.lp,1,3,0.05,0.0,optimal,0,0,0.04979442059993744,0.049799437999979546,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2664.lp,1,5,0.07,0.0,optimal,0,0,0.0658282395452261,0.06583104999998568,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2665.lp,1,1,0.01,0.0,optimal,0,0,0.015037577599287033,0.015039968999985831,18.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2666.lp,1,6,0.06,0.0,optimal,0,0,0.0633236002177,0.06332678100000066,17.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2667.lp,1,38,0.34,0.0,optimal,0,0,0.34503157436847687,0.34499447899997904,34.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2668.lp,7,60,0.59,0.0,optimal,9,0,0.594288632273674,0.5941564639999797,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2669.lp,1,2,0.02,0.0,optimal,0,0,0.028019830584526062,0.028023329000006925,31.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2670.lp,3,62,0.51,0.0,optimal,3,1,0.5137013401836157,0.5137043309999854,35.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2671.lp,1,39,0.4,0.0,optimal,0,1,0.420690530911088,0.4206409029999918,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2672.lp,1,17,0.18,0.0,optimal,0,0,0.18802290596067905,0.18802891799998633,33.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2673.lp,1,45,0.38,0.0,optimal,0,1,0.3803026583045721,0.3802744310000321,38.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2674.lp,1,26,0.24,0.0,optimal,0,0,0.2587196733802557,0.25872406199999887,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2675.lp,1,1,0.02,0.0,optimal,0,0,0.0181889571249485,0.018192321000015,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2676.lp,1,5,0.07,0.0,optimal,0,0,0.0685093030333519,0.06851228100003937,21.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2677.lp,1,4,0.08,0.0,optimal,0,0,0.0847400352358818,0.08473453999999947,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2678.lp,1,3,0.03,0.0,optimal,0,0,0.03059234283864498,0.03059546299999738,21.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2679.lp,1,4,0.05,0.0,optimal,0,0,0.04752898029983044,0.047531560999971134,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2680.lp,1,34,0.31,0.0,optimal,0,1,0.31495380215346813,0.3149442480000175,33.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2681.lp,1,1,0.02,0.0,optimal,0,0,0.016840923577547073,0.01684305700001687,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2682.lp,1,36,0.32,0.0,optimal,0,1,0.34320422634482384,0.34312781500000256,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2683.lp,1,2,0.02,0.0,optimal,0,0,0.01724446751177311,0.017247079000014764,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2684.lp,1,39,0.38,0.0,optimal,0,0,0.390249477699399,0.39023314600001413,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2685.lp,1,2,0.05,0.0,optimal,0,0,0.0564715638756752,0.05647616599998173,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2686.lp,1,11,0.19,0.0,optimal,0,0,0.19277713634073734,0.19275261399997135,35.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2687.lp,1,24,0.36,0.0,optimal,0,0,0.36034479178488255,0.3603424319999817,36.00000000000001
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2688.lp,1,46,0.35,0.0,optimal,0,1,0.374185036867857,0.3741499639999688,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2689.lp,1,14,0.19,0.0,optimal,0,0,0.19700445607304573,0.19697918200000686,41.00000000000001
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2690.lp,1,18,0.16,0.0,optimal,0,0,0.1722109019756317,0.1722139889999994,18.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2691.lp,1,2,0.04,0.0,optimal,0,0,0.04169506020843983,0.041697306999992634,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2692.lp,1,39,0.37,0.0,optimal,0,1,0.3751052413135767,0.3750987870000131,42.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2693.lp,1,6,0.1,0.0,optimal,0,0,0.0988796055316925,0.09888133800001242,37.99999999999997
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2694.lp,1,7,0.05,0.0,optimal,0,0,0.052124639973044395,0.05212779800001499,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2695.lp,1,10,0.13,0.0,optimal,0,0,0.1263942662626505,0.12638835000001336,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2696.lp,1,3,0.05,0.0,optimal,0,0,0.05495074577629566,0.05495465500001728,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2697.lp,1,2,0.06,0.0,optimal,0,0,0.06490954011678696,0.06491287300002568,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2698.lp,1,1,0.02,0.0,optimal,0,0,0.015728823840618134,0.015730359000031058,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2699.lp,1,32,0.27,0.0,optimal,0,0,0.2805981542915106,0.2806016339999928,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2700.lp,1,6,0.09,0.0,optimal,0,0,0.0918259359896183,0.09182912399995757,21.999999999999993
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2701.lp,1,7,0.07,0.0,optimal,0,0,0.06571863032877445,0.06572154100001626,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2702.lp,1,1,0.01,0.0,optimal,0,0,0.016422851011157036,0.016426140000021405,26.00000000000003
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2703.lp,5,47,0.4,0.0,optimal,4,0,0.40860968455672264,0.4085965159999887,23.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2704.lp,1,9,0.1,0.0,optimal,0,0,0.10460735484957695,0.10461099700000887,32.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2705.lp,1,30,0.3,0.0,optimal,0,1,0.3001291807740927,0.30010686500003203,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2706.lp,1,1,0.02,0.0,optimal,0,0,0.015513751655817032,0.015515812999979062,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2707.lp,1,10,0.11,0.0,optimal,0,0,0.11255769990384579,0.11256047699998817,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2708.lp,1,45,0.46,0.0,optimal,0,1,0.46328166127204895,0.46327376599998615,43.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2709.lp,1,2,0.04,0.0,optimal,0,0,0.03584469482302666,0.035847601000000395,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2710.lp,1,1,0.01,0.0,optimal,0,0,0.016006097197532654,0.016009209000003466,22.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2711.lp,1,10,0.16,0.0,optimal,0,0,0.1581981834024191,0.15819494300001224,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2712.lp,1,1,0.02,0.0,optimal,0,0,0.015155544504523277,0.015158822999978838,14.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2713.lp,1,6,0.09,0.0,optimal,0,0,0.10184983350336552,0.10185130999997227,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2714.lp,1,2,0.03,0.0,optimal,0,0,0.029465531930327415,0.029468144000020402,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2715.lp,1,4,0.06,0.0,optimal,0,0,0.06137439049780369,0.06137716199998522,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2716.lp,1,13,0.17,0.0,optimal,0,0,0.1809513308107853,0.18095950299999686,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2717.lp,1,1,0.02,0.0,optimal,0,0,0.015420384705066681,0.015422831000023507,20.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2718.lp,1,1,0.03,0.0,optimal,0,0,0.028232092037796974,0.02821067400003585,27.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2719.lp,1,1,0.01,0.0,optimal,0,0,0.015123153105378151,0.015125593999982812,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2720.lp,1,21,0.18,0.0,optimal,0,0,0.18044942617416382,0.18045260399998142,24.99999999999999
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2721.lp,1,1,0.01,0.0,optimal,0,0,0.015517625957727432,0.015520041000002038,28.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2722.lp,1,1,0.02,0.0,optimal,0,0,0.01714637316763401,0.017148454999983187,15.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2723.lp,1,16,0.14,0.0,optimal,0,0,0.14355000108480453,0.14355288299998392,22.00000000000003
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2724.lp,1,8,0.04,0.0,optimal,0,0,0.046376265585422516,0.04637876200001756,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2725.lp,1,33,0.34,0.0,optimal,0,1,0.35497769713401794,0.3549679219999575,30.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2726.lp,1,13,0.12,0.0,optimal,0,0,0.12574022449553013,0.12574255399999856,21.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2727.lp,1,1,0.01,0.0,optimal,0,0,0.01582580991089344,0.01582866199998989,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2728.lp,1,2,0.05,0.0,optimal,0,0,0.04539830796420574,0.045400749000009455,13.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2729.lp,1,2,0.03,0.0,optimal,0,0,0.025078456848859787,0.02507017700003189,17.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2730.lp,1,1,0.01,0.0,optimal,0,0,0.015598535537719727,0.01560025899999573,19.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2731.lp,1,1,0.01,0.0,optimal,0,0,0.015426652505993843,0.015429546000007122,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2732.lp,1,2,0.05,0.0,optimal,0,0,0.050812991335988045,0.05081529099999216,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2733.lp,1,66,0.67,0.0,optimal,3,1,0.6738578360527754,0.6738615080000159,38.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2734.lp,1,1,0.01,0.0,optimal,0,0,0.016613924875855446,0.016615451000006942,20.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2735.lp,1,1,0.02,0.0,optimal,0,0,0.01552402600646019,0.015515580999988288,18.999999999999996
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2736.lp,1,4,0.09,0.0,optimal,0,0,0.0946845468133688,0.09466347900001892,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2737.lp,1,26,0.24,0.0,optimal,0,1,0.24601973220705986,0.24602044699997805,28.000000000000014
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2738.lp,1,19,0.19,0.0,optimal,0,0,0.19169718585908413,0.1917006440000364,15.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2739.lp,1,4,0.05,0.0,optimal,0,0,0.057244205847382545,0.05724693400003389,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2740.lp,1,7,0.08,0.0,optimal,0,0,0.0809540543705225,0.08095703399999366,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2741.lp,1,3,0.02,0.0,optimal,0,0,0.027734234929084778,0.02773679400002038,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2742.lp,1,31,0.34,0.0,optimal,0,1,0.34591266699135303,0.34587350599997535,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2743.lp,1,2,0.03,0.0,optimal,0,0,0.03939470648765564,0.03939615300004107,12.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2744.lp,1,29,0.26,0.0,optimal,0,0,0.2538288813084364,0.25383133900004395,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2745.lp,3,58,0.48,0.0,optimal,3,0,0.5005240216851234,0.5005188150000208,47.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2746.lp,1,13,0.18,0.0,optimal,0,0,0.1746146660298109,0.17460010799999282,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2747.lp,1,38,0.34,0.0,optimal,0,0,0.3389790952205658,0.33898302599999397,36.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2748.lp,1,7,0.06,0.0,optimal,0,0,0.06946836411952972,0.0694712790000267,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2749.lp,1,11,0.14,0.0,optimal,0,0,0.13765857927501202,0.13766253699998288,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2750.lp,1,2,0.03,0.0,optimal,0,0,0.034826790913939476,0.03482926699996369,20.000000000000007
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2751.lp,1,26,0.29,0.0,optimal,0,1,0.2847569100558758,0.28474642700001596,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2752.lp,1,7,0.09,0.0,optimal,0,0,0.09033943340182304,0.09032624899998609,25.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2753.lp,1,10,0.12,0.0,optimal,0,0,0.12245038710534573,0.12245810599995366,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2754.lp,1,10,0.12,0.0,optimal,0,0,0.12115725688636303,0.12116035799999736,26.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2755.lp,1,38,0.25,0.0,optimal,0,1,0.27820983342826366,0.27821118899998964,27.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2756.lp,1,6,0.05,0.0,optimal,0,0,0.05192915350198746,0.051924389000021165,32.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2757.lp,1,35,0.3,0.0,optimal,1,1,0.30660542100667953,0.30659727800002656,30.999999999999986
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2758.lp,1,5,0.07,0.0,optimal,0,0,0.06769571639597416,0.0676798360000248,22.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2759.lp,1,12,0.12,0.0,optimal,0,0,0.1272689364850521,0.12727303899998788,29.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2760.lp,1,19,0.17,0.0,optimal,0,0,0.1679235864430666,0.16792735600000697,19.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2761.lp,1,1,0.02,0.0,optimal,0,0,0.015829645097255707,0.015831921000028615,19.999999999999993
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2762.lp,1,34,0.31,0.0,optimal,0,1,0.3118815943598747,0.3118756229999917,40.00000000000003
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2763.lp,1,36,0.3,0.0,optimal,0,1,0.30024843476712704,0.30023204299999406,31.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2764.lp,1,1,0.01,0.0,optimal,0,0,0.014618642628192902,0.014621270000020559,12.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2765.lp,1,11,0.12,0.0,optimal,0,0,0.12905280478298664,0.12905698299999813,21.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2766.lp,1,7,0.09,0.0,optimal,0,0,0.09156001545488834,0.0915571080000177,24.0
internal:relpscost,0,small,/data/IP-DL/instances/becsogergely/adatb/setcover/train/instance_2767.lp,1,6,0.06,0.0,optimal,0,0,0.0528012216091156,0.05280430099998057,17.0
